"","Soil_221","Soil_198","Soil_196","Soil_86","Soil_207","Soil_205","Soil_172","Soil_202","Soil_7","Soil_121","Soil_176","Soil_29","Soil_218","Soil_197","Soil_203","Soil_3","Soil_161","Soil_204","Soil_190","Soil_80","Soil_210","Soil_195","Soil_4","Soil_222","Soil_232","Soil_208","Soil_229","Soil_215","Soil_217","Soil_81","Soil_167","Soil_119","Soil_227","Soil_199","Soil_211","Soil_107","Soil_98","Soil_188","Soil_182","Soil_220","Soil_174","Soil_228","Soil_18","Soil_192","Soil_231","Soil_216","Soil_236","Soil_179","Soil_206","Soil_10","Soil_6","Soil_235","Soil_26","Soil_14","Soil_194","Soil_237","Soil_2","Soil_191","Soil_233","Soil_181","Soil_11","Soil_16","Soil_177","Soil_166","Soil_184","Soil_189","Soil_238","Soil_1","Soil_100","Soil_163","Soil_226","Soil_15","Soil_169","Soil_12","Soil_234","Soil_193","Soil_109","Soil_223","Soil_171","Soil_34","Soil_5","Soil_201","Soil_230","Soil_8","Soil_97","Soil_13","Soil_102","Soil_89","Soil_150","Soil_149","Soil_142","Soil_94","Soil_17","Soil_152","Soil_126","Soil_85","Soil_108","Soil_139","Soil_144","Soil_95","Soil_141","Soil_129","Soil_125","Soil_87","Soil_143","Soil_116","Soil_83","Soil_111","Soil_128","Soil_156","Soil_140","Soil_115","Soil_130","Soil_146","Soil_124","Soil_112","Soil_148","Soil_88","Soil_154","Soil_122","Soil_137","Soil_135","Soil_147","Soil_155","Soil_145","Soil_110","Soil_84","Soil_127","Soil_136","Soil_138","Soil_96","Soil_134","Soil_114","Soil_101","Soil_99","Soil_123"
"X2.4.2.31",611.222222222222,512.888888888888,507.777777777777,1669.26080246913,52.4444444444444,374.102564102564,465.777777777777,855.619444444444,301,741.777777777777,366.470085470085,377.135802469136,795.555555555555,315.555555555555,3944.88888888888,565.999999999999,1244.82905982906,2428,151.004273504273,133.222222222222,376.564102564102,11.1111111111111,377.333333333333,138.175213675213,40.2222222222222,66.2222222222222,201.222222222222,349.277777777777,521.756410256409,1040.33333333333,1305.33333333333,1447.88888888889,90.2777777777777,74.7777777777777,343,226.888888888889,52.7777777777777,1209.44444444444,117.777777777778,407.555555555555,4733.64197530864,2405.11111111111,734.999999999999,516.581196581196,859.999999999999,141.24358974359,989.8547008547,121.555555555555,39.6666666666666,1066.44444444444,1003.33333333333,345.333333333333,71.3888888888889,1784.64957264957,27.1111111111111,449.333333333333,632.555555555555,30.6666666666666,482.999999999999,2004.16666666667,1120.14814814815,834.777777777777,478.333333333333,319.722222222222,556.888888888888,0,647.666666666666,565.222222222222,4636.17094017094,450,1537.44444444444,1379.33333333333,56.3333333333333,1377.64102564102,406.777777777777,131,393,71.6666666666666,875.444444444444,43.628205128205,1100.62345679012,705.670940170939,996.11111111111,19.6666666666666,527.333333333333,412.055555555555,98.4444444444443,704.999999999999,0,32.3333333333333,639.666666666667,3340.33333333333,2701.33333333333,0,73.7777777777777,2194.11111111111,202.777777777778,2706.33333333333,0,1059.33333333333,0,1940.77777777778,198.666666666666,37.5555555555555,3077.16666666667,1204.94444444444,1148.33333333333,0,66.7777777777777,0,1408.33333333333,1273.44444444444,261.444444444444,71.9999999999999,161.333333333333,51.1111111111111,3835.5,0,0,9235.61111111111,0,0.333333333333333,0,0,0,1525.22222222222,87.3333333333332,1090.5,216.333333333333,34.2222222222222,40.3333333333333,342.888888888889,631.333333333333,1147.55555555555,1702.88888888889,0
"X2.4.2.7",35254.7777777778,23718.3383838384,9067.35555555558,60802.4277777778,9109.08888888889,117526.824822695,36919.2934343434,193891.038888889,24770.0878787879,51306.0994949495,38196.0680743606,36700.0750591017,14361.4777777778,107921.172222222,75397.7904577693,69250.5954545455,65190.5525252526,84606.2000000001,25128.5762626263,73543.8818181818,40837.1166666667,37458.2575757576,34263.1196969697,8489.98888888889,15712.5658730159,37847.7883516011,99037.6694949495,46440.1555555556,20049.1071428572,43325.0888888889,139026.158080808,52566.3944444445,96685.6055555556,36926.8835190814,30545.1,8553.59393939395,23663.9717893218,40109.6888888889,22820.8777777778,23141.6505050505,144749.644444445,31741.2200945627,22555.5978723405,28191.1262626263,29377.6727272728,15978.3333333333,61986.5651300237,21709.5026004728,3966.63333333334,41107.944949495,37166.1333333334,90027.8666666667,24396.1639479905,27782.2883838384,34377.8631313131,50420.7653679654,51635.9664302601,12198.3,18779.870212766,72734.193939394,50132.4727272728,79909.6521936692,42440.5848484849,83014.7889610389,45006.9166666667,42299.6363636364,27988.7675263271,32608.1587301588,80959.1536213197,27440.9690476191,72360.3121212122,42489.543939394,17319.9166666667,35253.4014675632,53636.4631313131,23569.2783549784,35783.5288600289,19453.4333333333,42116.8214807651,12614.4918439716,91466.8838383838,8152.89292929296,84970.8555555555,38687.1161616162,25537.7095238095,27542.152020202,31132.9722222222,48173.0272727273,23424,25240.203030303,22356.0833333333,49711.7641414142,80675.3333333334,13430.5,21712.7555555556,52445.6,159402.055555556,17922.7666666667,92836.7979797979,107948.103030303,43513.7954545455,39498.1055555556,46470.1696969697,52077.9611111111,65711.9,83677.6222222222,89684.8833333334,11379.2045454545,43989.2555555556,8180,46145.7833333334,82425.7222222223,31033.2434343434,17935.4,32972.2666666667,24805.094949495,45899.25,29342,38270.75,58862.1828282829,61948.25,124072.766666667,51216.2,27518,9249,24034.6111111112,96959.9555555555,84582.2363636364,35373.7166666667,22113.9777777778,407.366666666668,28837.1777777778,50843.6666666667,56142.3944444445,57302.8368686869,182.066666666667
"X2.4.2.9",83527.5555555555,55631.9767676767,20174.7111111111,136824.147222222,19270.5777777778,259380.018595589,87940.6535353535,425778.448611111,58154.0424242424,134342.432323232,77039.4760053186,79637.6901384667,30774.0222222222,253281.653968254,154539.348899328,182537.124242424,143204.511460761,189089.847619048,50037.385003885,160939.096969697,105615.987179487,77478.1818181818,70361.3393939394,22065.7982905983,46976.5603174603,119941.89686531,242957.125656566,124323.177777778,44152.5725274725,101128.377777778,261896.716161616,115268.788888889,118790.544444444,111062.796217494,89289.3333333333,16723.9212121212,71682.0197691197,90847.5111111111,54929.8222222222,46894.701010101,366540.488888889,82834.0851739277,45547.1740628166,72975.7140637141,78945.4787878787,50630.3846153846,130582.207681916,63479.5565687267,12687.9333333333,90759.4565656566,86598.4,227693.952380952,50405.0012495778,56775.6024087024,84826.5929292929,148409.159307359,117397.387065181,24983.8,54311.8749746707,196813.921212121,110628.145454545,242507.051905069,120121.483982684,149825.687445887,110727.766666667,108664.606060606,70800.7751742347,52244.7365079365,207748.965320731,70332.3857142857,159354.757575758,101865.387878788,44327.0333333333,85368.7904341521,103984.507215007,63745.0995670995,83968.2339105339,57388.4666666666,107561.225737619,31973.3304886603,191143.234343434,16337.6627816628,165694.444444444,87244.8545454545,71666.2761904761,71005.3707070707,63443.2777777778,99157.5212121212,50752,50480.4060606061,64276.1666666666,94615.194949495,170134.266666667,40943.6666666666,45913.1111111111,113955.666666667,332977.111111111,47645.5333333333,195013.262626263,240452.806060606,92511.5909090909,88921.5444444444,146215.006060606,108064.788888889,131423.8,196737.911111111,217000.233333333,22758.4090909091,96628.7777777778,24840,125887.166666667,238240.777777778,66337.6868686869,38627,89973.6666666666,57367.4565656566,93287.5,89086.6666666666,121228.166666667,154025.298989899,159043.166666667,345941.933333333,101872.885714286,90217.3333333332,18498,49454.5555555555,193094.244444444,190770.606060606,70747.4333333333,44655.9555555556,814.733333333333,91506.3555555555,151664.666666667,115153.788888889,148352.34040404,364.133333333333
"X2.5.1.16",89279.75,66139.0829545455,36995.4,165435.73125,23065.4,439866.436006547,105853.240909091,714509.775,68871.8909090909,246434.514204545,113638.476236485,106612.256427305,42183.7125,449491.683333333,219725.674403611,248303.040340909,190971.765996503,239363.4,73110.9660110723,226109.278030303,117689.682211538,112547.464015151,97951.6272727273,26163.5051282051,45978.6008928571,114148.758994197,353061.106287879,162735.470833333,55003.1440247253,158050.666666667,412162.549810606,224811.485416667,172041.452083333,105910.569604863,89227.4,25250.6121212121,71545.4175324675,124936.5625,86416.6,64588.0545454545,432472.895833333,98227.2602836879,71733.8936170213,138712.585081585,84568.2545454545,49299.8461538462,184620.622793917,63907.3744680851,11840.4,148056.458712121,111182.71875,294539.133333333,65225.3105939716,79410.5893648019,116529.586931818,149640.296347403,172790.972207447,40416.4375,54896.9106382979,207147.345454545,151057.079545455,236353.18163512,127699.363636364,221275.813744589,128302.616666667,147390.727272727,86291.4389426177,91482.9839285714,234393.648276546,84205.1535714286,201923.642424242,121190.345454545,46470.15,102002.996810282,119703.668181818,71162.9516233766,96724.7877164502,61786,138873.517661992,37541.4962049918,309536.596212121,24841.8055944056,251019.2,99710.6058712121,75660.4142857143,75387.5410984848,88105.96875,134525.607954545,58560,75394.9272727273,64666.84375,140981.975189394,213745.533333333,39753.65625,57899.8,189924.754166667,634122,89036.8,311150.848484848,399905.327272727,146813.409090909,110913.55625,143154.327272727,136618.23125,175026.554166667,242472.564583333,264156.78125,34386.4346590909,110940.8,24540,132823.64375,245367,93326.6909090909,49455.6,106225.4,106549.454545455,158062.40625,92732,113028.84375,227855.945454545,209629.65625,666674.6,156963,83686,26012.8125,78322,294697.679166667,333442.793939394,112929.24375,82461.5999999999,1161.6,85997.2,158947,147703.56875,185510.850568182,546.2
"X2.5.1.18",580942.916666667,370777.941287879,283988.066666667,1256543.88942901,193543.6,1691377.59160627,732930.607575758,2820827.86666667,490376.157575758,752482.943371213,797811.699461812,710084.692257449,266722.620833334,1365493.51269841,1499465.48561604,1263585.07784091,1171014.71920163,1737440.88571429,360413.228083722,1410630.63914141,793627.704967949,640191.727904041,579531.693939394,148144.970940171,289653.413392857,784575.424647693,1551243.40684344,841683.473611112,270709.195169414,689324.377777779,2099708.4511995,739952.103472223,778722.459027778,718512.4443769,633376.133333333,161113.923232323,507954.117532468,746366.170833334,439341.355555556,463062.254545455,2812356.02515432,561821.434684229,405960.512462007,313552.593628594,616516.654545455,344123.371794872,1194043.09478331,441797.14508612,83168.4,679262.005934344,735655.847916667,1621674.42539683,349512.59241177,518249.393851982,679118.749431818,1000757.2088474,879564.029261652,132845.7625,394270.603039514,1520210.44545455,918317.336952863,1643394.26322073,897223.44935065,1241860.15818903,872402.527777778,709392.393939395,538597.243738295,471031.758928572,1669715.95451924,520024.436904762,1398310.5979798,889926.995454546,315056.25,706942.529398026,823186.720562771,473208.33495671,657798.615891054,373784.466666667,694843.029478102,233361.701456921,1203777.5857183,181975.244055944,1345854.4,824921.701704546,498541.747619048,526671.317487374,310904.197916667,557730.882954546,519232,230009.593939394,370072.989583333,615997.579356062,1726920.77777778,242419.34375,441810.933333333,710938.445833334,2093282.66666667,196534.133333333,1314256.2929293,1629292.46060606,532001.242424243,653393.743750001,999834.327272727,688212.935416667,529276.901388889,993572.113194445,1598278.45208333,173751.247159091,972793.6,162680,924271.589583334,1648933.66666667,814141.624242424,439314.2,607268.133333334,583627.254545455,647025.593750001,568425.333333333,738888.65625,1201704.91212121,958919.510416668,1447545.13333333,901637.314285715,568444.666666667,66477.1875,426980.000000001,1216537.49861111,1772147.58282828,305165.05625,275820.933333334,8421.60000000001,604449.2,1003517.66666667,816825.797916667,1203236.07973485,4187.53333333333
"X2.5.1.21",78977.5555555556,50997.9858585859,26191.3777777778,116522.855555556,15657.3777777778,319052.975652716,81893.2717171718,496786.211111112,52558.2606060606,112412.974747475,86964.1881411733,74663.1024991557,30131.4888888889,243393.574603175,158961.465475423,164492.83939394,190465.708313908,177570.695238095,80050.3977466977,151089.37979798,107709.135897436,74494.6565656566,67411.2515151515,20434.0803418804,39152.5603174604,98803.0139326396,258887.27919192,115405.911111111,42082.4245421245,109238,319042.081818182,124102.788888889,197619.877777778,90723.5384667343,73584.6000000001,19296.8525252525,59533.5894660895,89135.7777777778,52040.5111111111,44632.2585858586,331474,80594.4592367444,52970.5481256333,57133.2874902875,66881.5030303031,42426.5897435898,180782.158098875,52668.7575818981,10310.6,92433.8474747475,74589.6666666667,233073.771428572,54769.6802769335,55508.1696192696,85559.0232323233,132882.468398269,128355.718574806,28309.8,45400.7499493415,164204.896969697,108186.96969697,200509.500058334,107274.670995671,174841.57027417,98775.5222222223,110065.151515152,72779.4513585706,54353.6698412699,183383.367471299,65819.1857142858,151637.650505051,89384.896969697,37506.4333333334,81253.8782154016,92833.9851370852,56956.7177489178,72227.0112554113,50468.3333333334,90595.8282429155,30052.017387577,218046.36969697,17311.2977466977,194225.577777778,69908.7303030303,61941.6095238096,60955.201010101,62854.6111111111,95472.696969697,39040,54953.6181818182,54494.1666666667,106101.184848485,145153.466666667,33902.3333333334,38673.6444444444,110186.711111111,421404.777777778,35845.5333333333,228704.121212122,279850.884848485,104205.106060606,83958.8777777778,122272.218181818,99117.5222222222,131423.8,183491.244444445,241578.166666667,40650.2272727273,74864.6444444444,20600,107190.366666667,212494.111111111,62479.2383838384,33042.4,82838.9333333334,59193.4141414141,106034.5,77022.6666666668,98884.8333333334,136578.741414141,159472.5,253440.066666667,125814.571428571,73381.3333333334,18498,54432.5555555556,227890.8,233673.418181818,70747.4333333333,50925.9555555556,814.733333333333,74590.3555555556,131584.666666667,106546.788888889,144471.31010101,364.133333333333
"X2.5.1.39",32039.5277777777,38416.7349747475,32943.5555555555,63943.3506944444,8101.95555555556,148109.191489361,68831.4782828283,253864.597222222,42657.8060606061,62669.8523358586,87464.3870768859,40012.7590868794,15458.5736111111,264143.75,118409.103589082,75881.3668560605,61235.2529040404,81474.2333333333,23470.2833964646,95151.6729797979,38180.4020833333,82104.6281565657,54293.3818181818,11181.8333333333,21471.8179563492,47375.2065334192,133580.700530303,51684.498611111,32050.1104166667,58373.9777777777,445462.242487374,42456.3993055555,18432.4548611111,50152.850185748,35850.7999999999,17740.5919191919,34780.6081529581,42469.6680555555,25486.9555555555,41119.8747474748,219894.401388889,31271.9312056737,23771.4312056737,26133.9090909091,31854.4969696969,23727.3333333333,64774.2991578014,23536.5692671394,5071.99999999999,84119.784469697,36222.8104166666,112021.822222222,61260.3299202128,34380.3516414141,48163.80385101,64956.7932088743,58716.0810135933,20522.4208333333,21901.9035460992,85600.3363636362,59689.6886363636,106095.60560276,55175.3575757575,216515.413455989,59265.0722222222,55496.8484848483,34527.2028798624,29969.6878968254,92480.2324091983,31561.4773809523,131830.638383838,45791.603030303,19091.1166666666,48328.6701544318,45306.96010101,39272.0048701298,50345.2460858586,24392.2666666666,54901.9951550075,14206.9939273049,251654.649747475,9952.15353535354,248863.622222222,44425.0884469697,30688.9761904761,32734.6080176767,31176.4826388889,84038.415530303,23424,49483.1818181818,33171.9687499999,114761.449179293,76693.1555555556,19998.9479166666,15962.4888888889,103990.404166667,210276.555555555,12501.3333333333,278318.656565657,139267.115151515,88339.6439393939,51912.5868055555,65642.1818181817,86853.0506944444,125205.381944444,145361.434027778,117930.622916667,8912.74147727273,44062.4888888889,8479.99999999998,55587.2354166666,83576.8888888887,62696.694949495,27849.2,38157.4666666666,62682.5191919192,124428.28125,36677.3333333332,54792.6354166666,58211.4585858585,89393.5312499998,129010.733333333,47017.2,36690.6666666666,19076.0625,24928.4444444444,289238.840277778,194299.426262626,59929.6354166667,72177.7777777778,322.666666666667,36575.111111111,64845.3333333332,85301.0381944444,112465.750315656,0
"X2.5.1.43",0,0,0,515.777777777778,0,17.9230769230769,0,0,0,0,4.23076923076923,253.777777777778,0,0,0,0,180.461538461539,0,34.0384615384616,0,14.0769230769231,0,0,10.0769230769231,48.2857142857143,0,0,0,31.8076923076923,0,0,0,0,742.571428571429,0,0,201.428571428571,0,298,0,76.2222222222222,0,0,68.2307692307693,0,8.1923076923077,35.1923076923077,0,0,0,0,0,0,73.3461538461539,0,46.2857142857143,0,0,0,16.5,586.666666666667,48.2857142857143,0,9377.42857142857,0,0,0,7355.85714285714,100.538461538462,85.1428571428571,0,0,0,237.912087912088,0,523.428571428571,39,0,0,9.65384615384616,200.888888888889,4.03846153846154,0,0,482.571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.5.1.6",87803.0000000001,77402.1090909091,27120.5333333334,181274.377777778,27563.7333333333,426516.788106929,117358.051515152,717641.225,78349.8181818182,82534.4424242425,140151.19450148,120781.539007092,42615.0666666667,266377.688888889,236409.237481195,210917.448484849,273968.023776224,236821.066666667,126121.602486402,245189.305050505,144058.661538462,123699.252525253,117679.045454545,26655.0837606838,46349.4380952381,105042.396905223,347051.157979798,148006.311111111,67958.3413919414,155779.377777778,552821.343434344,196742.688888889,212555.977777778,101274.646403242,84742.2666666668,30775.7535353535,62620.3935064936,125604.4,72626.2222222222,75977.7575757576,448036.044444445,105586.817966903,67017.6624113475,18015.8896658897,81332.5575757576,43245.8205128206,157834.361883979,62736.2496453901,10556.5333333333,119224.546464647,108051.9,272354.977777778,93147.9834515366,87914.286013986,118680.03030303,153547.980519481,167624.510638298,47454.2666666667,50263.4070921986,208588.575757576,161261.024242424,220457.633968868,115456.072727273,265712.228860029,141526.677777778,142853.212121212,79508.9471738664,76783.2476190476,224413.432961365,84026.7857142858,233448.670707071,121119.709090909,43541.3,100950.811393335,109327.596969697,70082.141991342,112094.35988456,57980.8,108050.286395874,41376.8067648664,336879.17979798,22573.2247086247,326028.8,114929.953535354,69963.7428571429,78410.3191919192,121866.333333333,174846.642424242,70272,100508.145454545,69860.3333333334,191639.278787879,232809.511111111,39639.3333333334,70892.5333333333,154983.6,610237.333333333,23263.7333333333,350305.414141414,391502.145454546,168571.181818182,120896.2,129824.678787879,188006.2,260613.822222222,298436.711111111,340418.066666667,62582.8181818182,131493.866666667,24240,127472.866666667,249433.333333334,94845.5515151515,54196.4,104062.266666667,63504.5575757576,184561,86965.3333333334,108396.333333333,183156.242424243,212646.333333333,100518,159951.6,74890.6666666668,36996,73400,392595.377777778,298053.034343434,138466.2,73358.1333333334,1064.8,76716.2666666668,144558.666666667,191289.8,171624.236363637,728.266666666667
"X2.5.1.9",37685.1111111111,30149.548989899,12977.8222222222,63286.675,8686.48888888889,181362.881232952,42819.647979798,293589.268055556,27319.9424242424,63310.1351010101,48798.5162678338,39887.8111702128,18654.7944444445,141344.455555556,102138.729851709,87831.565909091,97364.0443667444,93399.1,44225.6715423465,85399.4303030304,51353.4019230769,43775.2651515152,42100.5227272727,10684.888034188,18010.9551587302,41426.6428970557,140486.173434344,61147.55,27352.4231684982,62536.888888889,205368.196717172,86895.8583333334,101899.891666667,37725.11209051,32404.4333333333,11489.7212121212,23639.1523088023,51577.4722222223,29984.7888888889,26039.3898989899,172630.472222222,43744.7089834516,29141.7978723405,29117.9832944833,32823.7454545455,16868.858974359,68775.0713266048,24780.1692671395,4109.43333333333,55750.7565656566,39875.375,108973.311111111,35475.583392435,34670.0340326341,50766.7290404041,57889.9819264069,69700.7080969268,18816.7833333334,20279.270212766,78668.3212121212,60969.0454545455,84784.3558733229,46476.4696969697,104027.858874459,55209.3833333334,56414.9393939395,33539.9735869332,35512.4515873016,94488.7728909389,32708.6261904762,84860.5242424243,46811.3212121212,16230.0166666667,43776.967235129,43315.0540404041,27487.870995671,39116.6061327561,22897.5,48869.6737534924,15380.0206901255,135754.612121212,11530.1132090132,120985.855555556,34712.7795454545,28917.5380952381,29296.9901515152,38288.6805555556,74810.7045454546,19520,38888.9060606061,26837.2916666667,77230.7366161617,81913.5777777778,15581.875,25421.0888888889,70037.7944444445,257372.722222223,23475.7,136864.707070707,163669.672727273,70376.9242424243,52711.0305555556,51693.0060606061,65402.4527777778,101226.938888889,128077.841666667,129171.708333333,21438.5340909091,37459.2555555556,10000,51563.325,101532.055555556,30258.0313131313,16109.4,42125.6,26656.7676767677,71819.375,34313.3333333334,40648.625,78290.4434343434,84243.0416666668,131659.9,63017,28272.6666666667,16185.75,34280.9444444445,151921.438888889,124930.094949495,55647.3916666667,32161.8444444445,552.566666666667,30071.5777777778,57646.3333333334,70882.3027777778,72346.1876262627,364.133333333333
"X2.6.1.1",900421.25,561699.803409091,240416.2,1662832.33263889,245215,2977247.82625672,938940.181818182,4861559.9125,634166.481818182,1390258.54715909,910548.472879115,963456.473520348,387940.4375,2337914.26428571,2028100.31638574,1915769.86193182,1871725.07526224,2349977.57142857,619224.71166958,1898806.69772727,1157345.49663462,830857.073863636,803286.504545455,235261.015384615,432967.124107143,1120930.70886985,2569554.85340909,1294597.8125,480530.810645604,1107144.4,2618908.92670455,1215553.20625,1815346.60625,1023901.96930091,891750.3,200614.090909091,670656.177922078,1088625.2875,626432.1,562453.509090909,3855322.19861111,887614.956838906,597473.856838906,784923.618881119,857374.909090909,479920.038461538,1711840.2192936,632559.48449848,118796.7,999918.971590909,1010810.75625,2428817.02857143,468438.347131459,793936.97263986,927524.092613636,1436783.31501623,1362385.47665274,255096.4125,556242.952887538,2117083.39090909,1305281.51742424,2324545.06361219,1221283.9987013,1424634.26201299,1206277.8,1129637.45454545,782566.754379663,607703.766071429,2420399.04248092,758599.296428571,1808116.11818182,1204931.59090909,451865.1,997147.596067762,1194058.90779221,618998.321103896,906616.146266234,557249.7,1103040.41041897,348744.463235036,1834181.87853535,238561.88041958,1706425.9,1027658.82215909,720583.885714286,747968.355113636,704707.65625,997872.378409091,632448,474292.554545455,582795.28125,990847.948295454,2211980.8,366879.46875,587098.6,1170466.8625,3895502.5,486123.9,1846295.36363636,2772620.45454545,912988.568181818,1011609.41875,1373506.25454545,1099429.34375,1186290.1625,1829618.69375,2331288.69375,278652.963068182,1198701.1,239940,1308188.38125,2402675.5,823388.881818182,480031.2,922267.8,640852.109090909,900681.46875,848952,1085703.28125,1673915.99090909,1583755.21875,3305525.1,1323677.82857143,818748,161279.4375,640260.5,1789999.0375,2148306.25454545,631031.98125,408078.8,12015.3,863366.6,1468821,1253758.45625,1515111.11988636,9831.6
"X2.6.1.11",31019.6666666667,23863.9606060606,9713.60000000001,56844.7166666667,7798.6,118283.778668849,33984.9712121212,193597.6375,22519.8212121212,52312.4772727273,34050.5398692324,32731.0750591017,15155.4333333334,98503.2888888889,76479.2349022137,68584.3954545455,64173.7405594406,83347.6000000001,25221.166006216,66163.5262626263,39906.2961538462,32027.1464646465,31351.2196969697,8529.76837606838,15728.6357142857,37953.7439071567,99045.0294949495,46664.5777777778,20525.9584249084,42269.4444444444,119656.735858586,52527.3722222222,55362.9611111111,35883.5565349544,30282.1,7879.43838383839,22689.0876623377,40186,22228.4555555556,20316.6727272727,138644.222222222,32429.153427896,23237.7978723404,26498.6647241647,29858.4727272728,16148.6153846154,63098.3138479724,21490.3914893617,4030.1,39165.1782828283,36594.5,89388.6444444444,20749.7639479905,26363.5182983683,33945.0409090909,50720.712987013,51258.805319149,12193.6333333333,19313.270212766,71411.9272727273,47151.2727272727,80114.9442571613,42581.3181818182,65084.2881673882,42777.1611111111,41843.6363636364,28842.1453041049,25934.2571428572,83260.8544760205,27121.4595238095,66717.8676767677,42192.9272727273,15099.35,35445.1645933263,39648.0742424243,22935.9164502165,33659.73997114,19498.5,42587.9325918762,12100.8508183306,82659.1727272727,9230.70489510492,73815.9666666667,33020.1772727273,25898.8714285714,26296.6631313131,31231.4166666667,48157.2272727273,19520,25291.9363636364,22356.0833333333,48202.5863636364,75140.9111111112,13430.5,19343.2,48061.6,159726.5,18063.0333333333,81543.0202020202,109827.036363636,43513.7954545455,42603.3500000001,46788.0363636364,49117.05,65912.8555555556,84630.9111111111,87351.0833333334,11379.2045454545,37325.7,8180,47116.7833333334,83721.1666666667,27180.3545454546,15294.4,32922.6,23316.2727272727,40993.25,29432,38270.75,59331.493939394,61948.25,121781.9,48014,27518,9249,25559.8333333334,86876.9111111111,84941.1252525253,35719.85,18942.0666666667,471.900000000001,29385.8,51475,54726.8166666667,59092.4590909091,364.133333333333
"X2.6.1.13",152948.055555556,81765.4154040404,35870.7111111111,159243.785339506,17990.1777777778,334807.10954719,132499.647474747,534098.386111111,81510.2363636363,124388.083459596,96482.4209474037,88309.0633536906,35965.7472222222,244518.566666667,167740.697184612,369090.609469697,287106.783663559,271202.733333333,111466.142472805,204675.715656566,206367.093910256,72223.4078282829,72367.2242424242,37268.5675213675,94556.4978174603,255353.949366,378132.186515151,253781.352777778,58513.2607600732,143591.955555556,285152.65770202,156220.143055556,144458.231944444,226534.794393786,171059.533333333,19075.3292929293,150625.674314574,116961.336111111,138526.2,45102.2707070707,582634.407716049,150590.035933806,61571.124822695,53650.1126651127,136348.315151515,107878.307692308,303236.236267958,122461.388179669,26951.9333333333,98453.7345959596,111883.7875,415501.066666667,54145.0544030733,56085.9136946387,138059.125883838,308759.260443723,162301.772665485,28485.175,103853.414184397,332879.084848485,112320.535521886,489776.465953609,239890.078787879,185812.006132756,171222.277777778,179040.424242424,135233.961014399,88377.0615079365,342436.86592273,118601.735714286,201101.452525253,143329.951515151,82690.8333333333,121690.670405717,175185.138383838,120398.176839827,114424.351911977,112554.866666667,150586.746402858,53882.2176963993,222754.351571268,17873.3383061383,187588.377777778,101546.311237374,136530.276190476,119356.578661616,70405.4652777778,108109.709848485,46848,55652.2242424242,124569.104166667,98141.5478535354,161350.666666667,83550.2291666666,43425.5111111111,100081.963888889,361684.111111111,35845.5333333333,245170.828282828,314208.024242424,118116.363636364,121810.606944444,310080.824242424,114728.401388889,146003.675,291545.223611111,413917.079166667,58789.0738636364,94677.1777777778,50280,224450.504166667,480304.777777778,74867.2141414141,39896.8,160829.866666667,69378.4929292929,119144.0625,180294.666666667,256477.104166667,260426.062626263,266629.229166667,248145.533333333,123584.4,195761.333333333,19654.125,53610.5555555555,235249.813888889,288269.624242424,77594.3708333333,37774.6222222223,814.733333333333,193002.355555555,301596.666666667,119214.976388889,266986.982449495,364.133333333333
"X2.6.1.16",59904.3333333333,46038.1878787879,17626.9333333333,108902.750617284,15376.9333333333,234876.700927441,67664.3424242424,383664.433333333,44822.1090909091,101673.621212121,68710.6934136785,65518.5451799317,27270.6,205639.066666667,140299.580915538,135269.990909091,127558.552913753,156511.6,50282.4824397824,132642.096969697,78577.3153846154,66424.5151515152,62130.0393939394,16784.2598290598,31288.3380952381,75629.35448098,197310.481212121,91910.0222222222,39676.0948717949,87026,253126.627272727,103715.677777778,110577.988888889,71453.0464032421,59123.6,15514.3878787879,45156.5086580087,76100.3333333333,44242.6222222222,40413.6121212121,277634.271604938,62958.506855792,43388.5957446809,53003.0986790987,56205.7454545455,31905.5384615385,123513.535388252,42470.2496453901,7893.6,77570.4232323232,68975,177434.422222222,80001.0612293144,51484.5682206682,67776.2151515151,99554.225974026,100225.877304965,24258.4666666667,36597.9404255319,141124.654545455,92513.5824915825,156950.488514323,83153.6363636364,136746.954112554,84341.9666666667,83687.2727272727,55146.9794970986,49875.780952381,156091.459379391,52475.8523809524,130738.024242424,78592.6545454545,29962.1,66825.2488447723,77950.7484848485,45333.8995670996,65901.0545454545,38696,81498.9985170858,24255.9477905074,173639.14298541,15596.937995338,154693.466666667,65975.598989899,49582.9428571429,50903.0595959596,62167.5,93575.4545454545,39040,50448.0727272727,44712.1666666667,95245.194949495,141127.022222222,26861,38376.5333333333,98382.8222222222,318601.333333333,35757.8666666667,174379.818181818,214475.672727273,87027.5909090909,77055.4333333333,92741.6727272727,97769.9666666667,131264.244444444,166863.022222222,174048.5,22758.4090909091,73960.5333333333,16360,89364.0333333333,163578,53262.6424242424,30286.4,65167.6,46417.8787878788,94563.5,58684,76541.5,132402.054545455,123896.5,243562.4,96028,55036,18498,46544,183527.466666667,166377.317171717,70531.1,40967.0666666667,774.4,57331.4666666667,101056,105399.233333333,112902.784848485,364.133333333333
