"","Soil_221","Soil_198","Soil_196","Soil_86","Soil_207","Soil_205","Soil_172","Soil_202","Soil_7","Soil_121","Soil_176","Soil_29","Soil_218","Soil_197","Soil_203","Soil_3","Soil_161","Soil_204","Soil_190","Soil_80","Soil_210","Soil_195","Soil_4","Soil_222","Soil_232","Soil_208","Soil_229","Soil_215","Soil_217","Soil_81","Soil_167","Soil_119","Soil_227","Soil_199","Soil_211","Soil_107","Soil_98","Soil_188","Soil_182","Soil_220","Soil_174","Soil_228","Soil_18","Soil_192","Soil_231","Soil_216","Soil_236","Soil_179","Soil_206","Soil_10","Soil_6","Soil_235","Soil_26","Soil_14","Soil_194","Soil_237","Soil_2","Soil_191","Soil_233","Soil_181","Soil_11","Soil_16","Soil_177","Soil_166","Soil_184","Soil_189","Soil_238","Soil_1","Soil_100","Soil_163","Soil_226","Soil_15","Soil_169","Soil_12","Soil_234","Soil_193","Soil_109","Soil_223","Soil_171","Soil_34","Soil_5","Soil_201","Soil_230","Soil_8","Soil_97","Soil_13","Soil_102","Soil_89","Soil_150","Soil_149","Soil_142","Soil_94","Soil_17","Soil_152","Soil_126","Soil_85","Soil_108","Soil_139","Soil_144","Soil_95","Soil_141","Soil_129","Soil_125","Soil_87","Soil_143","Soil_116","Soil_83","Soil_111","Soil_128","Soil_156","Soil_140","Soil_115","Soil_130","Soil_146","Soil_124","Soil_112","Soil_148","Soil_88","Soil_154","Soil_122","Soil_137","Soil_135","Soil_147","Soil_155","Soil_145","Soil_110","Soil_84","Soil_127","Soil_136","Soil_138","Soil_96","Soil_134","Soil_114","Soil_101","Soil_99","Soil_123"
"X3.5.2.3",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,2062.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X3.5.2.5",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,1037.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X3.5.2.9",301.333333333333,275.066666666667,276.933333333333,1446.46666666667,62.9333333333333,6586.31631205674,558.933333333333,1602.93333333333,361.2,2308,1543.52907801418,19.8723404255319,653.6,2398.73333333333,9669.03546099291,9458.4,864.133333333333,3709.6,42.5333333333333,3099.73333333333,401.2,13.3333333333333,2548.26666666667,113.2,48.2666666666667,98.445390070922,241.466666666667,4943.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,91.9035460992908,411.6,96.9333333333333,63.3333333333333,643.333333333333,6453.06666666667,191.066666666667,3630,545.395744680851,898.595744680851,0,1003.2,140,20967.7191489362,150.249645390071,47.6,3145.6,1279,392.533333333333,28.6723404255319,734.4,32.5333333333333,539.2,3576.57730496454,36.8,581.940425531915,2072.53333333333,1362.33333333333,1004.37163120567,692,1162.06666666667,645.466666666667,0,3350.43404255319,4333.06666666667,3402.32340425532,445.066666666667,1844.93333333333,1655.2,67.6,2413.26382978723,173.066666666667,1350.13333333333,408.266666666667,86,1057.04397163121,1050.2170212766,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,34181,0,38.8,0,1447.2,1185.46666666667,2868.5,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,16070.5,2328.93333333333,238.4,351.466666666667,82.8,53469.6333333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,12092,0,9249,0,21830.4666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
"X3.5.3.1",301.333333333333,275.066666666667,276.933333333333,1599.46666666667,62.9333333333333,15968.0822695035,558.933333333333,1602.93333333333,361.2,2308,1548.72056737589,59.6170212765957,653.6,4663.73333333333,9676.43971631206,9458.4,864.133333333333,3709.6,42.5333333333333,3099.73333333333,401.2,13.3333333333333,2548.26666666667,113.2,48.2666666666667,136.402836879433,241.466666666667,4943.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,96.2439716312057,411.6,96.9333333333333,63.3333333333333,643.333333333333,6453.06666666667,191.066666666667,4666,550.587234042553,931.787234042553,0,1003.2,140,61950.3574468085,159.015602836879,47.6,3145.6,1354,392.533333333333,40.4170212765957,734.4,32.5333333333333,539.2,8588.59858156028,36.8,586.621276595745,2072.53333333333,2601.33333333333,1009.64822695035,810,2137.06666666667,645.466666666667,0,8496.90212765957,4333.06666666667,3427.77021276596,445.066666666667,1844.93333333333,1655.2,67.6,3332.3914893617,173.066666666667,1350.13333333333,408.266666666667,86,1070.06524822695,2090.45106382979,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,67738,0,38.8,0,1447.2,1185.46666666667,5737,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,32141,2328.93333333333,238.4,351.466666666667,82.8,106017.133333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,34760,0,18498,0,43391.4666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
"X3.5.3.11",602.666666666667,550.133333333333,553.866666666667,3300.93333333333,125.866666666667,7592.24964539007,1117.86666666667,3205.86666666667,722.4,4616,3084.46241134752,19.8723404255319,1307.2,2532.46666666667,19334.3687943262,5371.2,1718.26666666667,6225.2,85.0666666666667,1777.46666666667,802.4,26.6666666666667,3361.33333333333,226.4,96.5333333333333,177.912056737589,482.933333333333,3079.93333333333,978.933333333333,0,3132.8,392.8,84.5333333333333,181.636879432624,823.2,193.866666666667,126.666666666667,1286.66666666667,3435.13333333333,382.133333333333,7260,1088.19574468085,1780.59574468085,0,2006.4,280,11366.1191489362,296.116312056738,95.2,6291.2,2483,785.066666666667,51.4723404255319,1468.8,65.0666666666667,1078.4,3929.64397163121,73.6,1161.54042553191,4145.06666666667,2724.66666666667,2006.10496453901,1384,2324.13333333333,1290.93333333333,0,2861.63404255319,2612.13333333333,6791.92340425532,890.133333333333,3689.86666666667,3310.4,135.2,4821.46382978723,346.133333333333,1495.06666666667,816.533333333333,172,2107.57730496454,2092.8170212766,1635.46666666667,1664.53333333333,946.933333333333,289.066666666667,1265.6,965.866666666667,0,34805,0,77.6,0,2894.4,2370.93333333333,2868.5,177.066666666667,492.533333333333,486.666666666667,210.4,0,4000.8,16070.5,4657.86666666667,476.8,702.933333333333,165.6,54391.7666666667,0,0,981.066666666667,0,1289.06666666667,88,627.466666666667,172.8,387.2,122.666666666667,0,360,0,943.2,0,0.8,8320,0,9249,0,22099.9333333333,904.533333333333,519.2,82.1333333333333,96.8,822.933333333333,0,1223.46666666667,346.933333333333,728.266666666667
"X3.5.3.15",0,47,0,0,0,13091.3404255319,0,312,0,769,746.085106382979,69.5531914893617,0,0,2944.95744680851,0,0,0,0,0,0,0,193,0,0,66.4255319148936,0,0,0,0,0,0,0,7.59574468085106,0,0,0,0,0,0,0,9.08510638297872,58.0851063829787,0,0,0,71719.6170212766,15.3404255319149,0,1433,0,0,20.5531914893617,0,0,0,7561.78723404255,0,8.19148936170213,0,0,9.23404255319149,0,0,0,0,9006.31914893617,0,44.531914893617,0,0,0,0,17.7234042553191,0,0,0,0,22.7872340425532,26.6595744680851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37016,0,0,0,0,0,0,0,0,0,0,0,0,0
"X3.5.3.4",0,0,0,51,0,3771.1914893617,0,0,0,0,1.29787234042553,9.93617021276596,0,2265,1.85106382978723,4969.6,20,398,0,1474,0,0,1735.2,0,0,9.48936170212766,0,2269,0,0,0,0,0,1.08510638297872,0,0,0,0,3157,0,1036,1.29787234042553,8.29787234042553,0,0,0,10245.6595744681,2.19148936170213,0,0,75,0,2.93617021276596,0,0,0,1771.25531914894,0,1.17021276595745,0,1239,1.31914893617021,118,975,0,0,1286.6170212766,2018,6.36170212765957,0,0,0,0,911.531914893617,0,1205.2,0,0,3.25531914893617,1028.8085106383,0,0,0,0,0,0,0,33557,0,0,0,0,0,2868.5,0,0,0,0,0,0,16070.5,0,0,0,0,52547.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6804,0,9249,0,21561,0,0,0,0,0,0,0,0,0
"X3.5.4..",150.666666666667,90.5333333333333,138.466666666667,901.733333333333,31.4666666666667,6113.84964539007,279.466666666667,489.466666666667,180.6,385,36.0624113475177,19.8723404255319,326.8,3464.36666666667,1904.36879432624,5070,452.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1948.73333333333,56.6,24.1333333333333,58.7120567375887,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,47.0368794326241,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,273.995744680851,457.595744680851,0,501.6,70,20729.5191489362,77.3163120567376,23.8,139.8,714.5,196.266666666667,17.2723404255319,367.2,16.2666666666667,269.6,3214.04397163121,18.4,292.140425531915,1036.26666666667,1300.66666666667,503.504964539007,405,1068.53333333333,322.733333333333,0,2961.83404255319,2166.53333333333,1707.52340425532,222.533333333333,922.466666666667,827.6,33.8,1663.66382978723,86.5333333333333,1277.66666666667,204.133333333333,43,531.777304964539,16.4170212765957,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,50647.5,0,19.4,0,723.6,592.733333333333,4302.75,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,24105.75,1164.46666666667,119.2,175.733333333333,41.4,79282.3166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,12092,0,13873.5,0,32476.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X3.5.4.12",301.333333333333,275.066666666667,276.933333333333,1497.46666666667,62.9333333333333,8487.31631205674,558.933333333333,1602.93333333333,361.2,2308,1543.52907801418,19.8723404255319,653.6,2398.73333333333,9669.03546099291,9458.4,864.133333333333,3709.6,42.5333333333333,3099.73333333333,401.2,13.3333333333333,2548.26666666667,113.2,48.2666666666667,98.445390070922,241.466666666667,4943.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,91.9035460992908,411.6,96.9333333333333,63.3333333333333,643.333333333333,6453.06666666667,191.066666666667,4666,545.395744680851,898.595744680851,0,1003.2,140,20967.7191489362,150.249645390071,47.6,3145.6,1279,392.533333333333,28.6723404255319,734.4,32.5333333333333,539.2,4267.57730496454,36.8,581.940425531915,2072.53333333333,2601.33333333333,1004.37163120567,810,2137.06666666667,645.466666666667,0,3350.43404255319,4333.06666666667,3402.32340425532,445.066666666667,1844.93333333333,1655.2,67.6,3322.26382978723,173.066666666667,1350.13333333333,408.266666666667,86,1057.04397163121,2075.2170212766,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,34181,0,38.8,0,1447.2,1185.46666666667,2868.5,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,16070.5,2328.93333333333,238.4,351.466666666667,82.8,53469.6333333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,13608,0,9249,0,21830.4666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
"X3.5.4.16",301.333333333333,251.566666666667,276.933333333333,1497.46666666667,62.9333333333333,6616.50780141844,558.933333333333,1446.93333333333,361.2,1923.5,1176.32695035461,29.8085106382979,653.6,1266.23333333333,8204.8865248227,4829.6,854.133333333333,3311.6,42.5333333333333,1625.73333333333,401.2,13.3333333333333,1584.16666666667,113.2,48.2666666666667,107.93475177305,241.466666666667,2674.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,92.9886524822695,411.6,96.9333333333333,63.3333333333333,643.333333333333,3296.06666666667,191.066666666667,3630,546.693617021277,906.893617021277,0,1003.2,140,21135.3787234043,152.441134751773,47.6,2429.1,1241.5,392.533333333333,31.6085106382979,734.4,32.5333333333333,539.2,3593.83262411348,36.8,583.110638297872,2072.53333333333,1362.33333333333,1005.69078014184,692,1162.06666666667,645.466666666667,0,3371.05106382979,2315.06666666667,3408.68510638298,445.066666666667,1844.93333333333,1655.2,67.6,2415.79574468085,173.066666666667,747.533333333333,408.266666666667,86,1060.29929078014,1054.02553191489,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,17402.5,0,38.8,0,1447.2,1185.46666666667,1434.25,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,8035.25,2328.93333333333,238.4,351.466666666667,82.8,27195.8833333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,12092,0,4624.5,0,11049.9666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
"X3.5.4.25",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,9017.2,432.066666666667,2252.8,21.2666666666667,3023.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,4740.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,6383.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,4184.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,1037.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X3.5.4.3",452,436.1,415.4,2348.2,94.4,10829.9744680851,838.4,2560.4,541.8,3846.5,2683.79361702128,29.8085106382979,980.4,2465.6,15969.5531914894,13846.8,1296.2,5564.4,63.8,4649.6,601.8,20,3051.3,169.8,72.4,147.668085106383,362.2,7415.2,734.2,0,2349.6,294.6,63.4,137.855319148936,617.4,145.4,95,965,9679.6,286.6,5963,818.093617021276,1347.89361702128,0,1504.8,210,31451.5787234043,225.374468085106,71.4,5434.9,1881,588.8,43.0085106382979,1101.6,48.8,808.8,5710.36595744681,55.2,872.910638297872,3108.8,2663,1506.55744680851,1097,2230.6,968.2,0,5025.65106382979,6499.6,5103.48510638298,667.6,2767.4,2482.8,101.4,4074.39574468085,259.6,1422.6,612.4,129,1585.56595744681,2087.82553191489,1226.6,1248.4,710.2,216.8,949.2,724.4,0,34493,0,58.2,0,2170.8,1778.2,2868.5,132.8,369.4,365,157.8,0,3000.6,16070.5,3493.4,357.6,527.2,124.2,53930.7,0,0,735.8,0,966.8,66,470.6,129.6,290.4,92,0,270,0,707.4,0,0.6,18896,0,9249,0,21965.2,678.4,389.4,61.6,72.6,617.2,0,917.6,260.2,546.2
"X3.5.4.4",753.333333333333,687.666666666667,692.333333333333,3794.66666666667,157.333333333333,11744.0992907801,1397.33333333333,4007.33333333333,903,5770,3857.52482269504,39.7446808510638,1634,1466.83333333333,24170.7375886525,9418.8,2140.33333333333,8080,106.333333333333,3327.33333333333,1003,33.3333333333333,2900.26666666667,283,120.666666666667,236.624113475177,603.666666666667,5551.66666666667,1223.66666666667,0,3916,491,105.666666666667,228.673758865248,1029,242.333333333333,158.333333333333,1608.33333333333,6661.66666666667,477.666666666667,7521,1362.1914893617,2238.1914893617,0,2508,350,42173.6382978723,373.432624113475,119,7864,3047.5,981.333333333333,68.7446808510638,1836,81.3333333333333,1348,6824.68794326241,92,1453.68085106383,5181.33333333333,1547.33333333333,2509.60992907801,1553,1442.66666666667,1613.66666666667,0,7089.46808510638,4778.66666666667,8499.44680851064,1112.66666666667,4612.33333333333,4138,169,4667.12765957447,432.666666666667,964.933333333333,1020.66666666667,215,2639.35460992908,2109.23404255319,2044.33333333333,2080.66666666667,1183.66666666667,361.333333333333,1582,1207.33333333333,0,18338.5,0,97,0,3618,2963.66666666667,1434.25,221.333333333333,615.666666666667,608.333333333333,263,0,5001,8035.25,5822.33333333333,596,878.666666666667,207,28579.0833333333,0,0,1226.33333333333,0,1611.33333333333,110,784.333333333333,216,484,153.333333333333,0,450,0,1179,0,1,22668,0,4624.5,0,11454.1666666667,1130.66666666667,649,102.666666666667,121,1028.66666666667,0,1529.33333333333,433.666666666667,910.333333333333
"X3.5.4.5",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,6144.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,3369,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2824.78865248227,18.4,290.970212765957,1036.26666666667,2539.66666666667,502.185815602837,523,2043.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,2570.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,4112.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,8320,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X3.5.4.6",301.333333333333,275.066666666667,276.933333333333,1446.46666666667,62.9333333333333,6617.12482269504,558.933333333333,1602.93333333333,361.2,2308,1542.23120567376,9.93617021276596,653.6,1266.23333333333,9667.18439716312,5170.4,854.133333333333,3311.6,42.5333333333333,1625.73333333333,401.2,13.3333333333333,2548.26666666667,113.2,48.2666666666667,88.9560283687943,241.466666666667,2674.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,90.8184397163121,411.6,96.9333333333333,63.3333333333333,643.333333333333,3296.06666666667,191.066666666667,4666,544.097872340426,890.297872340426,0,1003.2,140,10722.0595744681,148.058156028369,47.6,3145.6,1241.5,392.533333333333,25.736170212766,734.4,32.5333333333333,539.2,3187.3219858156,36.8,580.770212765957,2072.53333333333,2601.33333333333,1003.0524822695,810,2137.06666666667,645.466666666667,0,2063.8170212766,2315.06666666667,3395.96170212766,445.066666666667,1844.93333333333,1655.2,67.6,3319.73191489362,173.066666666667,1350.13333333333,408.266666666667,86,1053.78865248227,1046.4085106383,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,17402.5,0,38.8,0,1447.2,1185.46666666667,1434.25,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,8035.25,2328.93333333333,238.4,351.466666666667,82.8,27195.8833333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,8320,0,4624.5,0,11049.9666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
"X3.5.5.1",3616,4146.8,3323.2,17153.6,755.2,26423.9659574468,6707.2,24851.2,4334.4,41538,31762.3914893617,39.7446808510638,7843.2,1604.8,168767.404255319,2409.6,10129.6,34963.2,510.4,1820.8,4814.4,160,13230.8,1358.4,579.2,991.557446808511,2897.6,4865.6,5873.6,0,18796.8,2356.8,507.2,1081.14042553191,4939.2,1163.2,760,7720,1668.8,2292.8,35272,6518.7914893617,10617.1914893617,0,12038.4,1680,46699.4382978723,1759.16595744681,571.2,63541.2,14448,4710.4,285.344680851064,8812.8,390.4,6470.4,15785.8212765957,441.6,6959.88085106383,24870.4,6436,12026.0765957447,7360,6144.8,7745.6,0,14472.8680851064,3564.8,40700.6468085106,5340.8,22139.2,19862.4,811.2,21636.5276595745,2076.8,1739.2,4899.2,1032,12619.4212765957,226.434042553192,9812.8,9987.2,5681.6,1734.4,7593.6,5795.2,0,7488,0,465.6,0,17366.4,14225.6,0,1062.4,2955.2,2920,1262.4,0,24004.8,0,27947.2,2860.8,4217.6,993.6,11065.6,0,0,5886.4,0,7734.4,528,3764.8,1036.8,2323.2,736,0,2160,0,5659.2,0,4.8,27216,0,0,0,3233.6,5427.2,3115.2,492.8,580.8,4937.6,0,7340.8,2081.6,4369.6
"X3.5.99.5",0,0,0,255,0,5610.57446808511,0,0,0,0,3.8936170212766,29.8085106382979,0,1132.5,5.5531914893617,681.6,0,0,0,0,0,0,1735.2,0,0,28.468085106383,0,0,0,0,0,0,0,3.25531914893617,0,0,0,0,0,0,0,3.8936170212766,24.8936170212766,0,0,0,30736.9787234043,6.57446808510638,0,0,37.5,0,8.80851063829787,0,0,0,3240.76595744681,0,3.51063829787234,0,0,3.95744680851064,0,0,0,0,3859.85106382979,0,19.0851063829787,0,0,0,0,7.59574468085106,0,1205.2,0,0,9.76595744680851,11.4255319148936,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15864,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X3.6....",301.333333333333,228.066666666667,276.933333333333,1497.46666666667,62.9333333333333,8487.31631205674,558.933333333333,1290.93333333333,361.2,1539,806.529078014184,19.8723404255319,653.6,3531.23333333333,6737.03546099291,5511.2,884.133333333333,3311.6,42.5333333333333,1625.73333333333,401.2,13.3333333333333,3222.86666666667,113.2,48.2666666666667,98.445390070922,241.466666666667,2674.46666666667,489.466666666667,0,1566.4,196.4,42.2666666666667,91.9035460992908,411.6,96.9333333333333,63.3333333333333,643.333333333333,3296.06666666667,191.066666666667,4666,545.395744680851,898.595744680851,0,1003.2,140,20967.7191489362,150.249645390071,47.6,1712.6,1316.5,392.533333333333,28.6723404255319,734.4,32.5333333333333,539.2,4267.57730496454,36.8,581.940425531915,2072.53333333333,2601.33333333333,1004.37163120567,810,2137.06666666667,645.466666666667,0,3350.43404255319,2315.06666666667,3402.32340425532,445.066666666667,1844.93333333333,1655.2,67.6,3322.26382978723,173.066666666667,1952.73333333333,408.266666666667,86,1057.04397163121,1050.2170212766,817.733333333333,832.266666666667,473.466666666667,144.533333333333,632.8,482.933333333333,0,50959.5,0,38.8,0,1447.2,1185.46666666667,4302.75,88.5333333333333,246.266666666667,243.333333333333,105.2,0,2000.4,24105.75,2328.93333333333,238.4,351.466666666667,82.8,79743.3833333333,0,0,490.533333333333,0,644.533333333333,44,313.733333333333,86.4,193.6,61.3333333333333,0,180,0,471.6,0,0.4,13608,0,13873.5,0,32610.9666666667,452.266666666667,259.6,41.0666666666667,48.4,411.466666666667,0,611.733333333333,173.466666666667,364.133333333333
