"","Soil_221","Soil_198","Soil_196","Soil_86","Soil_207","Soil_205","Soil_172","Soil_202","Soil_7","Soil_121","Soil_176","Soil_29","Soil_218","Soil_197","Soil_203","Soil_3","Soil_161","Soil_204","Soil_190","Soil_80","Soil_210","Soil_195","Soil_4","Soil_222","Soil_232","Soil_208","Soil_229","Soil_215","Soil_217","Soil_81","Soil_167","Soil_119","Soil_227","Soil_199","Soil_211","Soil_107","Soil_98","Soil_188","Soil_182","Soil_220","Soil_174","Soil_228","Soil_18","Soil_192","Soil_231","Soil_216","Soil_236","Soil_179","Soil_206","Soil_10","Soil_6","Soil_235","Soil_26","Soil_14","Soil_194","Soil_237","Soil_2","Soil_191","Soil_233","Soil_181","Soil_11","Soil_16","Soil_177","Soil_166","Soil_184","Soil_189","Soil_238","Soil_1","Soil_100","Soil_163","Soil_226","Soil_15","Soil_169","Soil_12","Soil_234","Soil_193","Soil_109","Soil_223","Soil_171","Soil_34","Soil_5","Soil_201","Soil_230","Soil_8","Soil_97","Soil_13","Soil_102","Soil_89","Soil_150","Soil_149","Soil_142","Soil_94","Soil_17","Soil_152","Soil_126","Soil_85","Soil_108","Soil_139","Soil_144","Soil_95","Soil_141","Soil_129","Soil_125","Soil_87","Soil_143","Soil_116","Soil_83","Soil_111","Soil_128","Soil_156","Soil_140","Soil_115","Soil_130","Soil_146","Soil_124","Soil_112","Soil_148","Soil_88","Soil_154","Soil_122","Soil_137","Soil_135","Soil_147","Soil_155","Soil_145","Soil_110","Soil_84","Soil_127","Soil_136","Soil_138","Soil_96","Soil_134","Soil_114","Soil_101","Soil_99","Soil_123"
"X1.8.3.2",0,0,0,102,0,3740.3829787234,0,0,0,0,2.59574468085106,19.8723404255319,0,2265,3.70212765957447,681.6,10,0,0,0,0,0,1735.2,0,0,18.9787234042553,0,0,0,0,0,0,0,2.17021276595745,0,0,0,0,0,0,0,2.59574468085106,16.5957446808511,0,0,0,20491.3191489362,4.38297872340426,0,0,75,0,5.87234042553191,0,0,0,2160.51063829787,0,2.34042553191489,0,0,2.63829787234043,0,0,0,0,2573.23404255319,0,12.7234042553191,0,0,0,0,5.06382978723404,0,1205.2,0,0,6.51063829787234,7.61702127659574,0,0,0,0,0,0,0,33557,0,0,0,0,0,2868.5,0,0,0,0,0,0,16070.5,0,0,0,0,52547.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10576,0,9249,0,21561,0,0,0,0,0,0,0,0,0
"X1.8.4..",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,1037.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X1.8.5..",0,0,0,51,0,3740.3829787234,0,0,0,0,2.59574468085106,19.8723404255319,0,1132.5,3.70212765957447,340.8,10,0,0,0,0,0,867.6,0,0,18.9787234042553,0,0,0,0,0,0,0,2.17021276595745,0,0,0,0,0,0,0,2.59574468085106,16.5957446808511,0,0,0,20491.3191489362,4.38297872340426,0,0,37.5,0,5.87234042553191,0,0,0,2160.51063829787,0,2.34042553191489,0,0,2.63829787234043,0,0,0,0,2573.23404255319,0,12.7234042553191,0,0,0,0,5.06382978723404,0,602.6,0,0,6.51063829787234,7.61702127659574,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10576,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X1.97.1.4",0,0,0,1173,0,22442.2978723404,0,0,0,0,15.5744680851064,119.234042553191,0,1132.5,22.2127659574468,1022.4,50,0,0,0,0,0,2602.8,0,0,113.872340425532,0,0,0,0,0,0,0,13.0212765957447,0,0,0,0,0,0,0,15.5744680851064,99.5744680851064,0,0,0,122947.914893617,26.2978723404255,0,0,37.5,0,35.2340425531915,0,0,0,12963.0638297872,0,14.0425531914894,0,0,15.8297872340426,0,0,0,0,15439.4042553191,0,76.3404255319149,0,0,0,0,30.3829787234043,0,1807.8,0,0,39.063829787234,45.7021276595745,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63456,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X2.1.1..",16874.6666666667,15215.7333333333,15508.2666666667,83450.1333333333,3524.26666666667,369573.117730496,31300.2666666667,88516.2666666667,20227.2,126172,83458.4794326241,874.382978723404,36601.6,107149.066666667,529693.560283688,387001.6,48471.4666666667,195001.6,2381.86666666667,126417.066666667,22467.2,746.666666666667,128049.333333333,6339.2,2702.93333333333,5285.19716312057,13522.1333333333,204226.133333333,27410.1333333333,0,87718.4,10998.4,2366.93333333333,5120.55602836879,23049.6,5428.26666666667,3546.66666666667,36026.6666666667,260347.733333333,10699.7333333333,228144,30511.0127659574,50122.2127659574,0,56179.2,7840,928296.442553191,8361.38439716312,2665.6,170421.6,70724,21981.8666666667,1535.1829787234,41126.4,1821.86666666667,30195.2,190946.20141844,2060.8,32560.5787234043,116061.866666667,106026.666666667,56213.1517730496,41584,88475.7333333333,36146.1333333333,0,156745.49787234,178075.733333333,190377.429787234,24923.7333333333,103316.266666667,92691.2,3785.6,156898.008510638,9691.73333333333,65965.8666666667,22862.9333333333,4816,59116.3347517731,91520.7489361702,45793.0666666667,46606.9333333333,26514.1333333333,8093.86666666667,35436.8,27044.2666666667,0,1511452,0,2172.8,0,81043.2,66386.1333333333,126214,4957.86666666667,13790.9333333333,13626.6666666667,5891.2,0,112022.4,707102,130420.266666667,13350.4,19682.1333333333,4636.8,2363729.46666667,0,0,27469.8666666667,0,36093.8666666667,2464,17569.0666666667,4838.4,10841.6,3434.66666666667,0,10080,0,26409.6,0,22.4,586624,0,406956,0,963774.133333333,25326.9333333333,14537.6,2299.73333333333,2710.4,23042.1333333333,0,34257.0666666667,9714.13333333333,20391.4666666667
"X2.1.1.1",0,0,0,102,0,1900.3829787234,0,0,0,0,2.59574468085106,19.8723404255319,0,2265,3.70212765957447,681.6,30,0,0,0,0,0,1735.2,0,0,18.9787234042553,0,0,0,0,0,0,0,2.17021276595745,0,0,0,0,0,0,0,2.59574468085106,16.5957446808511,0,0,0,10413.3191489362,4.38297872340426,0,0,75,0,5.87234042553191,0,0,0,1097.51063829787,0,2.34042553191489,0,0,2.63829787234043,0,0,0,0,1307.23404255319,0,12.7234042553191,0,0,0,0,5.06382978723404,0,1205.2,0,0,6.51063829787234,7.61702127659574,0,0,0,0,0,0,0,33557,0,0,0,0,0,2868.5,0,0,0,0,0,0,16070.5,0,0,0,0,52547.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,0,9249,0,21561,0,0,0,0,0,0,0,0,0
"X2.1.1.10",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,12.6085106382979,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.100",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,13748.6581560284,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,2331.86666666667,4834.51773049645,17593.2,522.066666666667,3048.8,21.2666666666667,5971.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,9278.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,12697.5333333333,95.5333333333333,7513,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,677,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,5588.78865248227,18.4,290.970212765957,1036.26666666667,7495.66666666667,502.185815602837,995,5943.53333333333,322.733333333333,0,1675.2170212766,8220.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,6206.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,5137.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,33869,0,19.4,0,723.6,592.733333333333,2868.5,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,16070.5,1164.46666666667,119.2,175.733333333333,41.4,53008.5666666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,14384,0,9249,0,21695.7333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.107",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,4243.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2133.78865248227,18.4,290.970212765957,1036.26666666667,1300.66666666667,502.185815602837,405,1068.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,1661.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,1037.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,6804,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.109",0,0,0,306,0,9381.14893617021,0,0,0,0,7.78723404255319,59.6170212765957,0,0,11.1063829787234,340.8,0,0,0,0,0,0,867.6,0,0,56.936170212766,0,0,0,0,0,0,0,6.51063829787234,0,0,0,0,0,0,0,7.78723404255319,49.7872340425532,0,0,0,51395.9574468085,13.1489361702128,0,0,0,0,17.6170212765957,0,0,0,5418.53191489362,0,7.02127659574468,0,0,7.91489361702128,0,0,0,0,6453.70212765957,0,38.1702127659574,0,0,0,0,15.1914893617021,0,602.6,0,0,19.531914893617,22.8510638297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26440,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2.1.1.110",0,0,0,51,0,0,0,0,0,0,0,0,0,3397.5,0,2726.4,30,0,0,0,0,0,6940.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820.8,0,0,0,0,0,0,0,0,0,0,0,50335.5,0,0,0,0,0,4302.75,0,0,0,0,0,0,24105.75,0,0,0,0,78821.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13873.5,0,32341.5,0,0,0,0,0,0,0,0,0
"X2.1.1.125",0,0,0,51,0,1870.1914893617,0,0,0,0,1.29787234042553,9.93617021276596,0,1132.5,1.85106382978723,340.8,10,0,0,0,0,0,867.6,0,0,9.48936170212766,0,0,0,0,0,0,0,1.08510638297872,0,0,0,0,0,0,0,1.29787234042553,8.29787234042553,0,0,0,10245.6595744681,2.19148936170213,0,0,37.5,0,2.93617021276596,0,0,0,1080.25531914894,0,1.17021276595745,0,0,1.31914893617021,0,0,0,0,1286.6170212766,0,6.36170212765957,0,0,0,0,2.53191489361702,0,602.6,0,0,3.25531914893617,3.80851063829787,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X2.1.1.127",452,342.1,415.4,2195.2,94.4,5157.7829787234,838.4,1936.4,541.8,2308.5,1208.49574468085,19.8723404255319,980.4,1333.1,10103.7021276596,642,1286.2,4370.4,63.8,227.6,601.8,20,1797.7,169.8,72.4,138.178723404255,362.2,608.2,734.2,0,2349.6,294.6,63.4,136.770212765957,617.4,145.4,95,965,208.6,286.6,3891,816.795744680851,1339.59574468085,0,1504.8,210,21205.9191489362,223.182978723404,71.4,2568.9,1843.5,588.8,40.0723404255319,1101.6,48.8,808.8,3248.11063829787,55.2,871.740425531915,3108.8,185,1505.23829787234,861,280.6,968.2,0,3739.03404255319,445.6,5097.12340425532,667.6,2767.4,2482.8,101.4,2253.86382978723,259.6,820,612.4,129,1582.31063829787,34.0170212765957,1226.6,1248.4,710.2,216.8,949.2,724.4,0,17714.5,0,58.2,0,2170.8,1778.2,1434.25,132.8,369.4,365,157.8,0,3000.6,8035.25,3493.4,357.6,527.2,124.2,27656.95,0,0,735.8,0,966.8,66,470.6,129.6,290.4,92,0,270,0,707.4,0,0.6,10576,0,4624.5,0,11184.7,678.4,389.4,61.6,72.6,617.2,0,917.6,260.2,546.2
"X2.1.1.14",150.666666666667,137.533333333333,138.466666666667,901.733333333333,31.4666666666667,6113.84964539007,279.466666666667,801.466666666667,180.6,1154,773.062411347518,19.8723404255319,326.8,1199.36666666667,4836.36879432624,4729.2,462.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,58.7120567375887,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,47.0368794326241,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,2333,273.995744680851,457.595744680851,0,501.6,70,20729.5191489362,77.3163120567376,23.8,1572.8,639.5,196.266666666667,17.2723404255319,367.2,16.2666666666667,269.6,3214.04397163121,18.4,292.140425531915,1036.26666666667,1300.66666666667,503.504964539007,405,1068.53333333333,322.733333333333,0,2961.83404255319,2166.53333333333,1707.52340425532,222.533333333333,922.466666666667,827.6,33.8,1663.66382978723,86.5333333333333,675.066666666667,204.133333333333,43,531.777304964539,1041.4170212766,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,12092,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.16",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,2342.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,2331.86666666667,4834.51773049645,782,432.066666666667,1456.8,21.2666666666667,75.8666666666667,200.6,6.66666666666667,2141.73333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,202.733333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,69.5333333333333,95.5333333333333,1297,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,677,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,1442.78865248227,18.4,290.970212765957,1036.26666666667,61.6666666666667,502.185815602837,287,93.5333333333333,322.733333333333,0,1675.2170212766,148.533333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,752.131914893617,86.5333333333333,1277.66666666667,204.133333333333,43,528.521985815603,12.6085106382979,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,33869,0,19.4,0,723.6,592.733333333333,2868.5,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,16070.5,1164.46666666667,119.2,175.733333333333,41.4,53008.5666666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,5288,0,9249,0,21695.7333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.17",150.666666666667,137.533333333333,138.466666666667,748.733333333333,31.4666666666667,6144.65815602837,279.466666666667,801.466666666667,180.6,1154,771.764539007092,9.93617021276596,326.8,1199.36666666667,4834.51773049645,4729.2,432.066666666667,1854.8,21.2666666666667,1549.86666666667,200.6,6.66666666666667,1274.13333333333,56.6,24.1333333333333,49.222695035461,120.733333333333,2471.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,45.9517730496454,205.8,48.4666666666667,31.6666666666667,321.666666666667,3226.53333333333,95.5333333333333,3369,272.697872340426,449.297872340426,0,501.6,70,10483.8595744681,75.1248226950355,23.8,1572.8,639.5,196.266666666667,14.336170212766,367.2,16.2666666666667,269.6,2824.78865248227,18.4,290.970212765957,1036.26666666667,2539.66666666667,502.185815602837,523,2043.53333333333,322.733333333333,0,1675.2170212766,2166.53333333333,1701.16170212766,222.533333333333,922.466666666667,827.6,33.8,2570.13191489362,86.5333333333333,675.066666666667,204.133333333333,43,528.521985815603,1037.6085106383,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,17090.5,0,19.4,0,723.6,592.733333333333,1434.25,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,8035.25,1164.46666666667,119.2,175.733333333333,41.4,26734.8166666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,8320,0,4624.5,0,10915.2333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.33",0,0,0,51,0,1931.1914893617,0,0,0,0,1.29787234042553,9.93617021276596,0,1132.5,1.85106382978723,4628.8,10,398,0,1474,0,0,867.6,0,0,9.48936170212766,0,2269,0,0,0,0,0,1.08510638297872,0,0,0,0,3157,0,1036,1.29787234042553,8.29787234042553,0,0,0,167.659574468085,2.19148936170213,0,0,37.5,0,2.93617021276596,0,0,0,708.255319148936,0,1.17021276595745,0,1239,1.31914893617021,118,975,0,0,20.6170212765957,2018,6.36170212765957,0,0,0,0,911.531914893617,0,602.6,0,0,3.25531914893617,1028.8085106383,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X2.1.1.35",0,0,0,51,0,3771.1914893617,0,0,0,0,1.29787234042553,9.93617021276596,0,1132.5,1.85106382978723,340.8,10,0,0,0,0,0,867.6,0,0,9.48936170212766,0,0,0,0,0,0,0,1.08510638297872,0,0,0,0,0,0,1036,1.29787234042553,8.29787234042553,0,0,0,10245.6595744681,2.19148936170213,0,0,37.5,0,2.93617021276596,0,0,0,1771.25531914894,0,1.17021276595745,0,1239,1.31914893617021,118,975,0,0,1286.6170212766,0,6.36170212765957,0,0,0,0,911.531914893617,0,602.6,0,0,3.25531914893617,3.80851063829787,0,0,0,0,0,0,0,16778.5,0,0,0,0,0,1434.25,0,0,0,0,0,0,8035.25,0,0,0,0,26273.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6804,0,4624.5,0,10780.5,0,0,0,0,0,0,0,0,0
"X2.1.1.37",150.666666666667,137.533333333333,138.466666666667,850.733333333333,31.4666666666667,9915.84964539007,279.466666666667,801.466666666667,180.6,1154,773.062411347518,19.8723404255319,326.8,2331.86666666667,4836.36879432624,13646,442.066666666667,2650.8,21.2666666666667,4497.86666666667,200.6,6.66666666666667,2141.73333333333,56.6,24.1333333333333,58.7120567375887,120.733333333333,7009.73333333333,244.733333333333,0,783.2,98.2,21.1333333333333,47.0368794326241,205.8,48.4666666666667,31.6666666666667,321.666666666667,9540.53333333333,95.5333333333333,4405,273.995744680851,457.595744680851,0,501.6,70,20729.5191489362,77.3163120567376,23.8,1572.8,677,196.266666666667,17.2723404255319,367.2,16.2666666666667,269.6,4596.04397163121,18.4,292.140425531915,1036.26666666667,3778.66666666667,503.504964539007,641,3018.53333333333,322.733333333333,0,2961.83404255319,6202.53333333333,1707.52340425532,222.533333333333,922.466666666667,827.6,33.8,3481.66382978723,86.5333333333333,1277.66666666667,204.133333333333,43,531.777304964539,2066.4170212766,408.866666666667,416.133333333333,236.733333333333,72.2666666666667,316.4,241.466666666667,0,33869,0,19.4,0,723.6,592.733333333333,2868.5,44.2666666666667,123.133333333333,121.666666666667,52.6,0,1000.2,16070.5,1164.46666666667,119.2,175.733333333333,41.4,53008.5666666667,0,0,245.266666666667,0,322.266666666667,22,156.866666666667,43.2,96.8,30.6666666666667,0,90,0,235.8,0,0.2,15124,0,9249,0,21695.7333333333,226.133333333333,129.8,20.5333333333333,24.2,205.733333333333,0,305.866666666667,86.7333333333333,182.066666666667
"X2.1.1.41",452,412.6,415.4,2297.2,94.4,12761.1659574468,838.4,2404.4,541.8,3462,2316.5914893617,39.7446808510638,980.4,1333.1,14505.4042553191,4930,1276.2,4768.4,63.8,1701.6,601.8,20,2087.2,169.8,72.4,157.157446808511,362.2,2877.2,734.2,0,2349.6,294.6,63.4,138.940425531915,617.4,145.4,95,965,3365.6,286.6,6999,819.391489361702,1356.1914893617,0,1504.8,210,31619.2382978723,227.565957446809,71.4,4718.4,1843.5,588.8,45.9446808510638,1101.6,48.8,808.8,6418.62127659575,55.2,874.08085106383,3108.8,3902,1507.87659574468,1215,3205.6,968.2,0,5046.26808510638,2463.6,5109.84680851064,667.6,2767.4,2482.8,101.4,4985.92765957447,259.6,820,612.4,129,1588.82127659574,1066.63404255319,1226.6,1248.4,710.2,216.8,949.2,724.4,0,17714.5,0,58.2,0,2170.8,1778.2,1434.25,132.8,369.4,365,157.8,0,3000.6,8035.25,3493.4,357.6,527.2,124.2,27656.95,0,0,735.8,0,966.8,66,470.6,129.6,290.4,92,0,270,0,707.4,0,0.6,20412,0,4624.5,0,11184.7,678.4,389.4,61.6,72.6,617.2,0,917.6,260.2,546.2
"X2.1.1.43",452,506.6,415.4,2807.2,94.4,42808.6978723404,838.4,3028.4,541.8,5000,3800.97446808511,119.234042553191,980.4,11525.6,20384.2127659574,7315.6,1346.2,4768.4,63.8,1701.6,601.8,20,8546.4,169.8,72.4,233.072340425532,362.2,2877.2,734.2,0,2349.6,294.6,63.4,147.621276595745,617.4,145.4,95,965,3365.6,286.6,13215,829.774468085106,1422.57446808511,0,1504.8,210,133740.514893617,245.097872340426,71.4,7584.4,2181,588.8,69.4340425531915,1101.6,48.8,808.8,21332.6638297872,55.2,883.442553191489,3108.8,11336,1518.42978723404,1923,9055.6,968.2,0,17871.2042553191,2463.6,5160.74042553191,667.6,2767.4,2482.8,101.4,10460.1829787234,259.6,5038.2,612.4,129,1614.86382978723,4172.10212765957,1226.6,1248.4,710.2,216.8,949.2,724.4,0,168721,0,58.2,0,2170.8,1778.2,14342.5,132.8,369.4,365,157.8,0,3000.6,80352.5,3493.4,357.6,527.2,124.2,264120.7,0,0,735.8,0,966.8,66,470.6,129.6,290.4,92,0,270,0,707.4,0,0.6,82388,0,46245,0,108209.2,678.4,389.4,61.6,72.6,617.2,0,917.6,260.2,546.2
"X2.1.1.45",452,412.6,415.4,2246.2,94.4,12730.9744680851,838.4,2404.4,541.8,3462,2315.29361702128,29.8085106382979,980.4,3598.1,14503.5531914894,14187.6,1296.2,5564.4,63.8,4649.6,601.8,20,3822.4,169.8,72.4,147.668085106383,362.2,7415.2,734.2,0,2349.6,294.6,63.4,137.855319148936,617.4,145.4,95,965,9679.6,286.6,6999,818.093617021276,1347.89361702128,0,1504.8,210,31451.5787234043,225.374468085106,71.4,4718.4,1918.5,588.8,43.0085106382979,1101.6,48.8,808.8,6401.36595744681,55.2,872.910638297872,3108.8,3902,1506.55744680851,1215,3205.6,968.2,0,5025.65106382979,6499.6,5103.48510638298,667.6,2767.4,2482.8,101.4,4983.39574468085,259.6,2025.2,612.4,129,1585.56595744681,3112.82553191489,1226.6,1248.4,710.2,216.8,949.2,724.4,0,51271.5,0,58.2,0,2170.8,1778.2,4302.75,132.8,369.4,365,157.8,0,3000.6,24105.75,3493.4,357.6,527.2,124.2,80204.45,0,0,735.8,0,966.8,66,470.6,129.6,290.4,92,0,270,0,707.4,0,0.6,20412,0,13873.5,0,32745.7,678.4,389.4,61.6,72.6,617.2,0,917.6,260.2,546.2
